Commissioner Org Name,Treatment Function Name,Commissioner Org Code,Treatment Function Code,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104
Berkshire West,Other - Paediatric Services,15A,X04,118,168,145,155,112,105,101,108,124,139,127,135,129,121,135,85,126,78,64,99,144,63,92,65,2,3,3,3,5,4,1,2,5,3,1,3,1,3,1,0,0,1,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Birmingham, Solihull And West Birmingham",Other - Paediatric Services,15E,X04,779,566,628,614,494,537,587,500,557,547,493,498,539,549,483,513,482,434,419,398,436,279,320,208,278,313,235,293,250,208,208,191,152,109,134,84,111,90,56,34,95,80,74,77,69,65,55,56,51,43,39,41,33,24,30,29,24,23,20,24,37,18,27,35,28,29,30,28,42,21,23,23,17,32,22,17,20,10,18,18,14,18,25,19,14,14,19,12,14,16,20,6,8,10,5,8,8,5,1,2,5,0,0,0,4
Black Country,Other - Paediatric Services,D2P2L,X04,797,455,514,503,410,449,442,445,407,378,357,324,360,340,329,329,274,205,326,266,308,190,209,144,217,206,187,181,192,150,169,115,131,138,127,95,88,73,53,28,58,79,45,57,54,38,46,51,36,27,24,27,20,26,21,16,9,17,16,14,21,22,8,19,8,13,15,13,11,9,11,4,8,7,8,3,4,4,7,4,3,0,1,7,4,2,1,0,2,1,2,0,1,0,0,1,0,1,1,1,0,0,1,0,0
Blackburn With Darwen,Other - Paediatric Services,00Q,X04,71,50,54,29,55,29,69,33,28,31,45,42,49,25,48,46,29,26,37,28,29,23,35,21,27,27,17,18,11,7,10,6,7,2,4,3,4,2,2,1,6,1,3,2,4,1,3,0,1,2,0,2,2,1,1,2,0,0,1,0,0,0,1,1,0,0,1,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Blackpool,Other - Paediatric Services,00R,X04,33,14,26,22,11,23,19,20,24,16,25,24,20,30,33,22,20,11,18,20,18,14,23,16,11,16,14,4,7,9,2,7,2,6,6,9,4,2,6,0,3,4,4,8,7,3,2,2,1,5,3,3,3,3,1,4,1,0,0,1,1,2,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bolton,Other - Paediatric Services,00T,X04,43,27,32,24,20,20,29,29,25,30,32,24,23,34,32,29,11,14,19,23,21,14,23,11,19,21,9,13,15,14,13,8,12,16,16,7,9,16,11,5,12,13,16,9,8,7,8,5,6,14,10,10,8,6,5,5,1,4,2,3,3,3,6,5,5,2,8,0,1,3,4,2,1,1,13,1,1,1,4,0,0,1,1,2,5,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bradford District And Craven,Other - Paediatric Services,36J,X04,154,126,140,135,97,143,128,111,113,127,121,103,123,117,84,107,101,68,88,100,62,64,86,49,58,67,76,56,56,50,49,35,49,41,35,42,42,32,26,7,23,25,26,24,37,10,18,14,19,8,5,5,4,5,6,4,1,2,2,0,3,2,2,1,1,2,4,3,0,0,2,1,0,1,0,0,2,0,0,2,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Brighton And Hove,Other - Paediatric Services,09D,X04,82,87,98,83,63,106,90,100,83,105,109,116,93,97,118,100,84,60,87,100,104,73,73,30,88,79,74,50,61,59,56,59,53,36,50,35,42,23,21,10,20,30,31,22,28,16,16,26,16,17,18,18,11,14,9,10,12,11,8,10,11,6,12,5,4,3,7,2,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bristol, North Somerset And South Gloucestershire",Other - Paediatric Services,15C,X04,161,117,114,89,59,77,85,72,69,65,63,63,64,53,48,48,39,32,51,40,39,28,20,14,30,24,29,18,34,16,6,4,13,15,11,11,11,14,5,5,8,6,15,11,14,7,4,9,10,5,16,13,2,11,5,1,2,11,7,5,6,6,3,2,10,4,4,10,5,1,0,3,2,2,3,4,4,0,1,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Buckinghamshire,Other - Paediatric Services,14Y,X04,32,18,24,35,28,24,32,28,19,22,14,10,15,23,25,19,23,18,12,11,14,18,13,7,3,11,9,14,16,15,16,12,12,7,11,10,5,3,11,4,7,6,10,8,10,8,5,3,4,5,5,9,2,11,9,7,10,7,4,5,13,4,4,6,4,8,4,7,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bury,Other - Paediatric Services,00V,X04,46,38,35,29,19,30,45,45,42,80,65,44,36,59,51,41,24,22,30,45,49,20,41,21,23,44,40,38,33,33,21,34,25,22,24,31,13,18,20,5,10,34,25,14,20,15,16,19,9,16,13,24,20,11,12,16,13,10,15,10,14,9,5,6,10,2,7,2,10,6,8,3,3,2,4,4,2,2,6,5,6,2,3,0,2,0,2,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
Calderdale,Other - Paediatric Services,02T,X04,60,27,58,27,34,31,40,41,35,38,18,35,22,27,22,23,19,13,14,14,16,7,11,11,11,18,15,6,6,8,6,3,3,6,8,3,12,3,7,2,6,2,3,0,4,3,2,3,2,1,1,0,0,0,1,0,0,1,3,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cambridgeshire And Peterborough,Other - Paediatric Services,06H,X04,209,193,165,174,121,162,135,136,138,133,124,141,146,117,135,130,72,103,91,82,106,66,78,48,64,54,59,60,45,65,46,41,37,41,28,40,34,21,13,9,29,21,25,24,30,16,20,22,13,8,20,15,15,9,11,9,11,6,5,8,6,5,4,4,4,7,5,4,2,1,6,0,2,1,2,1,2,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cannock Chase,Other - Paediatric Services,04Y,X04,18,6,17,10,19,10,25,7,10,9,11,12,9,12,10,4,10,1,8,8,11,5,8,6,8,9,5,6,6,2,4,4,6,6,5,5,4,3,1,1,1,1,7,3,3,0,0,3,2,1,3,1,1,2,2,1,0,2,4,1,0,0,1,0,0,2,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castle Point And Rochford,Other - Paediatric Services,99F,X04,16,12,26,10,7,7,11,13,11,12,13,11,6,12,12,8,8,4,5,9,5,13,6,8,10,10,10,1,1,6,7,7,4,6,4,6,3,2,3,0,4,4,3,4,0,4,0,1,1,2,4,4,1,1,1,3,5,0,4,7,4,2,6,9,9,5,6,5,1,1,3,5,3,4,6,5,2,1,1,2,0,1,3,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Cheshire,Other - Paediatric Services,27D,X04,104,76,88,52,34,46,37,33,60,100,117,89,48,64,53,65,39,55,41,45,42,32,35,16,27,24,23,34,24,14,14,16,19,18,16,15,20,11,2,5,14,14,8,11,7,4,9,7,6,5,9,5,1,1,2,7,3,0,1,2,1,2,3,1,2,1,3,1,0,0,0,2,3,2,2,2,1,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Chorley And South Ribble,Other - Paediatric Services,00X,X04,27,25,29,33,17,41,23,32,32,33,23,28,39,36,29,31,36,22,22,23,17,20,38,13,21,19,17,14,17,24,8,8,5,2,9,8,3,0,1,0,4,5,7,3,7,1,0,1,3,3,3,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
County Durham,Other - Paediatric Services,84H,X04,140,116,96,91,78,93,108,100,121,114,108,127,123,133,105,105,88,60,102,67,69,53,65,31,26,58,49,38,43,49,38,26,34,25,25,24,14,17,5,5,19,24,19,10,17,16,19,12,7,12,9,14,4,7,8,8,4,10,5,11,6,9,1,10,8,4,7,5,12,6,8,7,2,1,7,2,2,2,1,0,2,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coventry And Warwickshire,Other - Paediatric Services,B2M3M,X04,203,171,175,166,147,158,128,144,138,132,116,107,145,119,124,152,69,61,82,87,84,52,78,31,63,57,49,46,35,41,47,37,39,37,18,28,28,22,21,9,23,26,14,15,14,16,6,8,15,9,10,7,5,4,5,3,4,6,5,6,3,4,1,4,4,8,4,4,2,0,4,1,1,2,0,2,0,0,1,1,0,1,1,0,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Derby, Derbyshire And Glossop",Other - Paediatric Services,15M,X04,299,273,294,273,219,253,234,232,285,255,227,253,274,268,213,234,176,133,221,222,180,145,170,78,149,166,119,110,146,104,120,113,111,109,90,98,88,72,43,34,61,92,62,73,52,70,71,49,52,80,47,46,35,30,22,15,18,13,10,8,12,12,9,12,9,6,11,5,4,4,4,4,7,3,0,1,2,2,2,0,1,1,1,0,0,1,1,2,2,0,1,0,0,1,2,1,1,1,0,0,0,0,1,0,2
Devon,Other - Paediatric Services,15N,X04,241,167,153,157,112,150,104,133,97,158,152,130,132,119,143,145,92,107,109,155,117,71,87,79,150,82,84,115,82,91,70,83,95,103,80,67,37,67,59,33,96,53,73,102,67,44,73,28,67,53,61,32,25,18,22,18,19,14,10,27,32,16,17,16,23,26,13,15,21,13,21,17,16,15,17,21,30,4,8,17,15,10,16,9,8,3,7,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1
Doncaster,Other - Paediatric Services,02X,X04,62,50,43,48,22,63,41,35,30,31,27,29,27,22,21,33,9,17,16,13,17,12,18,13,10,18,11,9,16,6,5,6,3,8,5,5,9,6,7,2,8,1,7,3,5,5,2,3,2,2,0,3,1,4,2,2,1,1,4,3,0,4,0,1,3,1,3,1,1,1,1,2,1,0,1,1,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dorset,Other - Paediatric Services,11J,X04,226,223,246,250,222,215,223,212,198,236,215,186,158,187,173,153,175,88,159,163,140,120,87,68,78,76,75,87,59,60,65,67,32,77,34,43,50,58,33,14,35,36,65,34,48,22,18,11,13,12,12,7,8,17,9,4,6,2,6,10,4,7,9,9,9,9,4,8,3,2,6,2,4,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East And North Hertfordshire,Other - Paediatric Services,06K,X04,71,46,56,76,43,25,46,43,34,41,46,44,32,25,30,25,34,30,24,21,16,18,13,13,12,23,16,12,18,13,9,17,7,16,12,13,8,6,1,5,10,6,5,5,3,5,3,5,4,6,5,2,1,3,3,5,3,1,1,1,3,3,3,0,2,2,4,2,1,0,1,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
East Lancashire,Other - Paediatric Services,01A,X04,86,108,106,68,62,65,70,93,109,113,76,85,67,72,69,60,56,43,76,74,51,48,56,22,37,41,21,24,10,13,15,13,9,12,10,12,7,7,10,2,10,10,6,6,4,6,10,3,5,6,8,5,5,2,1,1,3,1,4,0,2,2,0,3,1,1,2,5,3,0,1,0,2,0,1,0,0,1,0,0,0,0,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
East Leicestershire And Rutland,Other - Paediatric Services,03W,X04,64,81,84,77,71,86,76,53,74,74,62,85,62,61,63,68,55,58,59,74,67,40,76,32,49,40,45,32,46,41,37,41,35,27,31,30,28,27,16,5,24,20,26,22,28,29,25,17,12,18,12,12,7,19,15,7,12,9,8,13,10,12,9,8,2,12,14,16,10,9,14,19,9,4,7,6,5,8,5,3,4,3,10,3,4,1,4,3,0,1,1,0,2,2,2,0,0,0,0,0,0,0,2,0,2
East Riding Of Yorkshire,Other - Paediatric Services,02Y,X04,40,30,42,35,27,30,35,35,20,29,26,23,26,11,21,17,15,10,21,10,15,10,12,5,11,7,7,11,6,6,7,5,6,5,5,5,4,2,3,2,2,2,6,2,3,2,2,4,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,2,1,0,1,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Staffordshire,Other - Paediatric Services,05D,X04,13,15,12,11,6,13,13,16,10,12,9,9,9,17,16,18,15,11,11,10,9,2,10,3,13,9,6,3,6,9,4,5,1,6,2,2,3,6,3,4,1,2,0,0,6,0,5,2,3,2,5,3,2,0,0,0,2,2,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Sussex,Other - Paediatric Services,97R,X04,48,61,75,62,66,72,37,60,59,54,58,49,59,64,46,45,35,29,48,49,36,36,23,14,30,21,23,46,25,36,20,15,28,21,25,15,15,12,10,6,11,14,8,14,14,10,5,7,9,3,4,6,9,5,4,2,3,2,4,3,1,3,4,0,4,4,2,2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frimley,Other - Paediatric Services,D4U1Y,X04,30,21,43,43,31,44,28,53,35,41,42,32,35,33,21,21,16,20,22,22,29,21,10,6,8,10,8,8,7,4,3,4,7,4,0,3,3,3,1,1,2,1,5,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Fylde And Wyre,Other - Paediatric Services,02M,X04,41,25,29,28,18,17,16,17,18,16,18,28,24,36,21,23,21,15,28,21,18,19,16,14,16,15,12,8,13,11,2,6,5,11,4,7,9,5,6,1,4,6,7,5,5,7,2,3,1,2,0,4,4,4,1,3,1,1,2,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gloucestershire,Other - Paediatric Services,11M,X04,79,51,65,57,49,53,50,51,55,53,46,55,47,67,37,63,33,34,22,29,26,21,19,9,18,21,15,14,11,7,6,10,6,8,8,7,9,9,9,2,2,8,3,4,4,6,5,2,2,3,2,2,2,5,3,2,0,2,1,2,2,5,4,1,0,2,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Preston,Other - Paediatric Services,01E,X04,45,53,46,49,31,45,28,38,47,46,54,39,54,40,48,32,36,34,41,32,34,19,51,19,24,32,22,23,21,28,16,11,7,11,2,10,5,6,10,4,3,6,6,5,4,3,3,0,2,5,0,1,2,0,0,0,1,1,0,1,1,0,0,1,2,0,0,0,1,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halton,Other - Paediatric Services,01F,X04,40,49,45,31,37,20,21,29,32,23,30,32,35,35,26,59,23,10,25,41,25,16,26,12,10,10,26,15,16,19,17,3,15,1,2,3,2,0,4,1,2,2,2,1,0,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hampshire, Southampton And Isle Of Wight",Other - Paediatric Services,D9Y0V,X04,162,115,131,159,99,111,109,138,107,114,121,89,96,86,88,81,75,56,71,64,44,45,47,34,33,36,40,32,26,27,31,15,20,12,7,19,10,10,10,4,12,10,8,4,13,5,6,2,3,3,4,5,1,8,3,2,3,2,4,5,1,0,5,1,3,3,3,2,1,0,3,4,2,0,2,0,1,0,2,3,1,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Herefordshire And Worcestershire,Other - Paediatric Services,18C,X04,109,92,81,98,71,95,85,79,86,74,42,79,72,66,72,53,44,48,66,50,52,47,49,20,33,29,38,23,31,31,22,22,29,22,26,26,15,14,17,4,19,21,9,11,17,13,8,13,11,14,8,10,8,4,6,6,5,2,8,9,6,3,10,7,8,2,7,1,2,1,4,2,3,3,2,0,2,0,0,0,1,3,2,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Herts Valleys,Other - Paediatric Services,06N,X04,193,135,135,127,117,142,138,133,146,148,136,142,180,159,173,177,142,108,168,175,183,109,119,110,107,118,127,138,129,84,103,87,63,61,43,44,45,39,31,19,35,29,31,44,24,30,39,21,25,23,33,15,26,14,9,14,10,19,15,10,16,14,10,11,9,10,8,7,2,2,5,0,3,2,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Heywood, Middleton And Rochdale",Other - Paediatric Services,01D,X04,86,59,67,41,47,47,52,63,84,76,53,60,59,63,69,65,43,22,33,51,58,30,46,21,36,44,42,31,34,27,35,24,33,25,27,15,22,15,18,7,14,25,11,19,20,24,16,13,19,21,17,18,20,10,10,10,12,15,8,15,8,6,11,16,10,10,12,6,9,9,12,14,6,9,19,18,4,0,10,8,12,3,10,0,5,2,5,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hull,Other - Paediatric Services,03F,X04,47,38,53,47,22,34,28,33,36,31,29,43,23,23,22,21,14,10,10,13,15,8,16,6,6,8,10,10,11,6,6,3,3,11,4,4,3,2,2,0,5,4,6,1,2,7,1,3,1,3,1,0,1,3,0,1,0,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ipswich And East Suffolk,Other - Paediatric Services,06L,X04,39,52,32,28,20,22,45,34,25,16,47,17,25,24,43,28,17,16,13,30,20,13,31,3,18,12,9,16,12,6,10,7,7,7,7,6,1,3,1,0,9,4,4,3,2,3,0,0,1,1,2,2,4,1,1,3,2,2,1,4,0,2,1,1,0,1,0,2,1,1,0,0,2,2,0,0,1,0,1,2,0,0,0,1,1,1,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Kent And Medway,Other - Paediatric Services,91Q,X04,474,295,414,375,259,309,241,264,231,208,200,233,208,240,155,107,104,93,109,101,81,66,89,51,58,72,58,50,41,42,42,30,30,28,20,20,24,19,10,4,8,16,15,13,12,6,5,8,3,3,7,3,4,6,4,6,2,1,2,3,6,3,2,3,2,3,1,1,0,1,1,0,1,0,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kernow,Other - Paediatric Services,11N,X04,80,74,55,57,38,46,55,57,28,42,40,40,41,30,36,42,38,20,32,39,37,27,25,23,36,26,25,26,36,23,19,27,19,20,24,26,29,15,13,6,16,17,21,15,9,7,6,5,4,6,6,4,3,4,7,4,2,0,1,3,0,1,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirklees,Other - Paediatric Services,X2C4Y,X04,56,48,63,40,51,51,45,43,50,53,40,51,49,28,33,28,16,19,17,31,24,12,14,9,23,16,15,14,11,12,3,2,4,15,3,12,9,4,6,4,4,3,6,5,3,4,4,2,3,4,0,2,2,2,2,0,2,3,1,2,6,2,1,1,0,1,5,1,2,2,2,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knowsley,Other - Paediatric Services,01J,X04,45,33,38,36,30,34,47,29,26,29,37,29,34,38,32,28,31,18,23,28,20,19,9,18,11,23,20,15,8,10,18,11,7,12,14,7,7,7,6,1,6,2,6,5,7,3,3,8,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leeds,Other - Paediatric Services,15F,X04,182,134,187,150,118,167,145,166,155,143,134,105,132,96,92,81,77,76,81,77,69,64,58,33,69,65,55,70,51,43,37,44,41,48,29,29,38,24,18,22,13,22,12,13,5,11,12,9,4,12,3,7,9,6,3,4,4,8,2,4,2,4,3,4,5,7,2,2,9,3,4,5,3,0,1,1,3,2,2,3,1,2,0,1,0,1,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Leicester City,Other - Paediatric Services,04C,X04,113,117,130,131,103,116,118,109,101,143,106,94,90,116,116,90,98,66,133,92,97,60,87,39,73,79,84,66,57,55,61,60,43,49,46,60,38,37,26,15,35,37,31,43,38,48,39,31,18,31,35,33,26,29,24,21,16,19,17,22,24,18,13,19,20,23,25,20,28,11,23,22,13,13,14,14,7,13,16,13,8,10,10,8,9,9,4,14,5,6,3,0,3,1,0,0,0,0,0,0,1,0,0,0,4
Lincolnshire,Other - Paediatric Services,71E,X04,199,127,128,110,99,122,100,117,119,169,178,158,135,125,115,97,81,76,103,103,80,56,77,49,51,58,68,70,62,51,53,62,52,45,32,39,22,22,18,8,18,20,16,18,17,18,13,13,20,23,10,13,13,14,12,10,6,4,6,7,8,8,10,10,10,14,8,12,11,14,12,17,8,2,8,5,11,4,6,3,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,3
Liverpool,Other - Paediatric Services,99A,X04,92,104,82,118,75,58,83,83,89,78,86,89,97,87,74,106,70,57,83,96,84,75,61,71,48,89,71,78,89,90,101,51,75,68,69,48,69,57,29,10,28,41,23,35,21,32,17,8,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manchester,Other - Paediatric Services,14L,X04,211,189,130,62,53,85,124,130,125,139,116,123,120,125,148,126,82,127,139,121,114,66,95,50,97,88,65,120,115,75,96,71,81,75,69,66,39,47,50,23,42,72,57,65,74,63,53,36,41,39,16,37,45,48,50,33,41,24,19,25,25,19,32,20,16,11,15,13,12,11,31,13,14,7,24,21,3,4,10,4,10,8,13,4,5,1,7,14,2,3,2,1,2,1,1,0,3,1,0,2,0,0,0,0,1
Mid Essex,Other - Paediatric Services,06Q,X04,154,128,122,89,87,76,86,85,88,113,117,88,101,104,104,90,73,107,123,106,119,87,118,68,83,110,88,100,103,92,113,86,84,86,56,57,91,80,38,22,76,77,64,56,77,51,59,51,34,41,22,24,37,18,20,17,10,18,7,9,7,12,4,9,4,7,8,5,6,7,10,4,4,2,4,6,2,1,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morecambe Bay,Other - Paediatric Services,01K,X04,147,93,130,88,62,96,59,63,73,51,77,69,69,72,78,62,45,38,51,47,44,18,26,9,6,21,15,18,14,11,13,21,10,14,7,8,10,9,8,1,11,4,4,5,9,5,5,4,5,9,4,4,7,4,1,6,2,0,4,0,1,4,3,3,0,0,1,2,0,1,3,1,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Newcastle Gateshead,Other - Paediatric Services,13T,X04,177,154,140,125,105,102,111,114,88,72,56,71,77,68,59,62,48,28,27,27,35,28,32,14,23,22,18,13,17,12,7,14,13,8,2,6,4,7,1,0,3,4,1,8,4,4,1,1,2,0,5,2,3,2,2,0,1,1,5,2,1,1,0,1,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Norfolk And Waveney,Other - Paediatric Services,26A,X04,401,281,323,297,216,263,232,251,207,237,292,285,261,290,256,274,238,136,230,216,176,140,170,109,136,137,168,160,184,130,135,105,92,113,90,93,84,64,50,30,67,62,78,56,63,63,56,63,46,48,36,50,46,47,51,48,24,34,48,27,33,23,40,41,32,38,25,31,29,21,17,22,14,10,8,9,11,8,6,4,7,5,5,1,2,4,3,3,4,3,2,1,7,2,0,1,0,1,2,1,0,0,1,0,0
North Central London,Other - Paediatric Services,93C,X04,345,269,329,291,227,256,275,305,301,272,236,229,232,226,266,240,187,202,239,197,216,180,209,105,160,164,142,144,146,131,117,128,109,112,111,96,73,60,47,18,57,60,44,54,44,50,37,44,38,35,40,16,22,14,20,9,13,18,19,12,20,13,13,7,14,11,11,11,11,2,5,4,7,8,4,2,1,1,2,1,1,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0
North Cumbria,Other - Paediatric Services,01H,X04,75,59,72,55,47,47,67,61,64,70,57,59,84,68,74,66,44,46,62,46,48,21,13,14,13,14,14,15,9,12,10,9,5,7,10,9,4,4,1,5,5,6,6,3,4,4,5,3,1,3,1,3,1,1,0,0,2,0,1,1,1,2,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North East Essex,Other - Paediatric Services,06T,X04,137,89,100,75,47,66,58,83,76,70,87,73,83,95,75,77,64,69,71,85,92,47,45,30,83,64,49,28,83,66,56,48,59,57,46,40,30,17,1,1,3,1,4,1,3,4,6,0,1,2,2,4,1,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North East Lincolnshire,Other - Paediatric Services,03H,X04,28,15,21,15,3,19,19,12,17,16,12,7,11,10,3,10,7,9,10,7,6,7,6,2,6,5,9,15,8,7,2,7,4,6,8,4,5,4,3,0,3,7,4,2,5,3,9,6,2,2,0,3,2,3,0,0,3,0,1,1,0,2,0,1,1,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North East London,Other - Paediatric Services,A3A8R,X04,813,564,670,629,407,599,540,547,601,569,519,573,585,603,469,449,330,345,433,431,355,307,338,165,273,290,230,252,273,255,257,203,182,204,215,186,163,153,81,47,122,155,144,122,127,103,90,88,82,89,83,77,65,63,53,58,35,47,42,33,43,41,26,27,29,33,41,27,17,14,16,14,12,14,11,14,9,4,6,9,11,5,9,5,4,2,3,6,3,4,3,2,3,2,1,2,1,1,0,0,1,0,0,0,0
